SNP_ID	cdv_marker_id	Chromosome	Position	alt_pos	mult_positions	amplicon	cdv_map_feature.name	gene	candidate/random	Genaissance_daa_id	Sequenom_daa_id	count_amplicons	count_cmf	count_gene
PZA00423.17	3908	7	167060733			PZA00423	AY107804	AY107804	random	7821	10841	0	0	0
PZA00424.1	3909	7	169017514			PZA00424	AY107799	AY107799	random	7822	10842	1	1	1
PZA00425.4	3910	1	21457569			PZA00425	AY107789	AY107789	random	9938	10843	1	1	1
PZA00425.9	3911	1	21457466			PZA00425	AY107789	AY107789	random	7823	10844	0	0	0
PZA00429.1	3913	8	144443084			PZA00429	AY107783	AY107783	random	7824	10845	1	1	1
PZA00433.5	3917	5	213271532			PZA00433	AY107768	AY107768	random	7825	10848	1	1	1
PZA00436.7	3583	4	6401332			PZA00436	AY107692	AY107692	random	7826	10849	1	1	1
PZA00439.6	3921	6	141805491			PZA00439	AY107668	AY107668	random	7827	10850	1	1	1
PZA00440.1	3922	6	22404308			PZA00440	AY107667	AY107667	random	7828	10851	1	1	1
PZA00442.3	3584	2	63547199			PZA00442	AY107661	AY107661	random	7829	10852	1	1	1
PZA00442.4	3924	2	63547171			PZA00442	AY107661	AY107661	random	9939	10853	0	0	0
PZA00442.5	11245	2	63547256			PZA00442	AY107661	AY107661	random	9940	10854	0	0	0
PZA00442.6	11246	2	63547250			PZA00442	AY107661	AY107661	random	9941	10855	0	0	0
PZA00444.1	3585	10	106780357			PZA00444	AY107644	AY107644	random	7830	10856	1	1	1
PZA00444.5	3926	10	106780310			PZA00444	AY107644	AY107644	random	7831	10857	0	0	0
PZA00445.18	3927	4	49713883			PZA00445	AY107628	AY107628	random	7832	10858	1	1	1
PZA00449.2	3931	5	37511797			PZA00449	AY107589	AY107589	random	7833	10860	1	1	1
PZA00452.4	11262	8	78017780	Approximate: 5 prime BLAST start of amplicon plus 150 bases		PZA00452	AY107574	AY107574	random	9943	10861	1	1	1
PZA00458.6	3940	3	5480980			PZA00458	AY107536	AY107536	random	7835	10862	1	1	1
PZA00459.5	3941	2	17015152			PZA00459	AY107531	AY107531	random	7836	10863	1	1	1
PZA00460.3	3942	8	163565396			PZA00460	AY107526	AY107526	random	7837	10864	1	1	1
PZA00460.5	11269	8	163565429			PZA00460	AY107526	AY107526	random	9944	10865	0	0	0
PZA00460.7	11271	8	163565496			PZA00460	AY107526	AY107526	random	9946	10866	0	0	0
PZA00462.2	3587	6	36605422			PZA00462	AY107521	AY107521	random	7838	10867	1	1	1
PZA00463.3	3943	10	13546326			PZA00463	AY107512	AY107512	random	7839	10868	1	1	1
PZA00466.1	3945	9	11972467			PZA00466	AY107496	AY107496	random	7840	10869	1	1	1
PZA00468.11	11277	1	50197355			PZA00468	AY107489	AY107489	random	9947	10870	1	1	1
PZA00468.7	3946	1	50197644			PZA00468	AY107489	AY107489	random	7841	10872	0	0	0
PZA00470.1	3947	5	169327292			PZA00470	AY107482	AY107482	random	7842	10873	1	1	1
PZA00471.2	3949	2	22429044			PZA00471	AY107480	AY107480	random	7843	10875	1	1	1
PZA00471.3	11280	2	22429274			PZA00471	AY107480	AY107480	random	9949	10876	0	0	0
PZA00471.4	11281	2	22429124			PZA00471	AY107480	AY107480	random	9950	10877	0	0	0
PZA00472.2	3950	5	62415995			PZA00472	AY107475	AY107475	random	7844	10878	1	1	1
PZA00477.10	11287	1	298082504			PZA00477	AY107458	AY107458	random	9951	10880	1	1	1
PZA00477.11	11288	1	298082627			PZA00477	AY107458	AY107458	random	9952	10881	0	0	0
PZA00477.5	3956	1	298082468			PZA00477	AY107458	AY107458	random	7846	10882	0	0	0
PZA00477.9	3588	1	298082534			PZA00477	AY107458	AY107458	random	7847	10883	0	0	0
PZA00478.10	6046	2	162822752			PZA00478	AY107432	AY107432	random	7848	10884	1	1	1
PZA00478.11	6047	2	162822788			PZA00478	AY107432	AY107432	random	7849	10885	0	0	0
PZA00478.7	3957	2	162823104			PZA00478	AY107432	AY107432	random	7850	10886	0	0	0
PZA00478.9	6045	2	162822817			PZA00478	AY107432	AY107432	random	7851	10887	0	0	0
PZA00480.10	3959	3	22952214			PZA00480	AY107424	AY107424	random	7852	10889	1	1	1
PZA00481.7	3960	8	24557261			PZA00481	AY107417	AY107417	random	7853	10890	1	1	1
PZA00484.5	3962	1	180171012			PZA00484	AY107409	AY107409	random	7854	10891	1	1	1
PZA00485.2	3589	2	121241431			PZA00485	AY107397	AY107397	random	7855	10892	1	1	1
PZA00486.2	3964	7	multiple		Chr7(108218425;108952795);	PZA00486	AY107392	AY107392	random	7856	10893	1	1	1
PZA00487.16	3965	2	222135246			PZA00487	AY107388	AY107388	random	7857	10894	1	1	1
PZA00487.24	3966	2	222134965			PZA00487	AY107388	AY107388	random	7858	10895	0	0	0
PZA00487.26	11294	2	222134910			PZA00487	AY107388	AY107388	random	9953	10896	0	0	0
PZA00489.1	3590	6	51443123			PZA00489	AY107342	AY107342	random	7859	10897	1	1	1
PZA00493.1	11295	4	multiple		Chr4(241144995;241178306);	PZA00493	AY107331	AY107331	random	9954	10898	1	1	1
PZA00493.2	11296	4	multiple		Chr4(241145101;241178412);	PZA00493	AY107331	AY107331	random	9955	10899	0	0	0
PZA00493.5	11299	4	multiple		Chr4(241145151;241178462);	PZA00493	AY107331	AY107331	random	9956	10901	0	0	0
PZA00495.3	3970	2	170377897			PZA00495	AY107322	AY107322	random	7861	10902	1	1	1
PZA00495.4	3971	2	170377910			PZA00495	AY107322	AY107322	random	9957	10903	0	0	0
PZA00495.6	11301	2	170377859			PZA00495	AY107322	AY107322	random	9958	10904	0	0	0
PZA00496.1	3972	7	162222117			PZA00496	AY107317	AY107317	random	9959	10905	1	1	1
PZA00497.1	3974	2	19837545			PZA00497	AY107316	AY107316	random	7862	10907	1	1	1
PZA00497.4	3975	2	19837491			PZA00497	AY107316	AY107316	random	7863	10908	0	0	0
PZA00498.4	7550	8	48775838			PZA00498	AY107308	AY107308	random	9961	10910	1	1	1
PZA00499.10	3591	5	34586816			PZA00499	AY107306	AY107306	random	7864	10912	1	1	1
PZA00499.12	11306	5	34586858			PZA00499	AY107306	AY107306	random	9962	10913	0	0	0
PZA00499.3	3977	5	34586850			PZA00499	AY107306	AY107306	random	7865	10914	0	0	0
PZA00501.12	3980	6	23874393			PZA00501	AY107295	AY107295	random	7866	10915	1	1	1
PZA00501.14	11308	6	23874474			PZA00501	AY107295	AY107295	random	9963	10916	0	0	0
PZA00502.5	3592	9	139381999			PZA00502	AY107292	AY107292	random	9964	10917	1	1	1
PZA00503.5	3982	6	12075777			PZA00503	AY107287	AY107287	random	7867	10919	1	1	1
PZA00504.1	3983	7	142135761			PZA00504	AY107286	AY107286	random	7868	10920	1	1	1
PZA00504.2	11315	7	142135807			PZA00504	AY107286	AY107286	random	9965	10921	0	0	0
PZA00505.4	3984	7	162531108			PZA00505	AY107261	AY107261	random	7869	10923	1	1	1
PZA00505.8	11320	7	162531294			PZA00505	AY107261	AY107261	random	9966	10926	0	0	0
PZA00510.2	3988	6	131576099			PZA00510	AY107244	AY107244	random	9967	10928	1	1	1
PZA00510.3	3989	6	131576037			PZA00510	AY107244	AY107244	random	7870	10929	0	0	0
PZA00514.1	3593	9	104237592			PZA00514	AY107228	AY107228	random	7871	10930	1	1	1
PZA00514.6	3990	9	104237516			PZA00514	AY107228	AY107228	random	7872	10931	0	0	0
PZA00514.7	6692	9	104237687			PZA00514	AY107228	AY107228	random	7873	10932	0	0	0
PZA00515.14	11336	2	169265448			PZA00515	AY107227	AY107227	random	9968	10934	1	1	1
PZA00516.3	3594	8	163572301			PZA00516	AY107220	AY107220	random	7874	10935	1	1	1
PZA00517.6	3994	5	18240488			PZA00517	AY107219	AY107219	random	7875	10936	1	1	1
PZA00522.12	11345	5	57933548			PZA00522	AY107192	AY107192	random	9969	10937	1	1	1
PZA00523.2	3998	4	148408488			PZA00523	AY107187	AY107187	random	7876	10938	1	1	1
PZA00525.16	4000	2	2527199			PZA00525	AY112645	AY112645	random	7877	10939	1	1	1
PZA00525.2	4001	2	2527379			PZA00525	AY112645	AY112645	random	9970	10942	0	0	0
PZA00527.6	3596	2	216832881			PZA00527	AY112623	AY112623	random	7878	10945	1	1	1
PZA00527.9	11355	2	216833018			PZA00527	AY112623	AY112623	random	9971	10946	0	0	0
PZA00529.3	11360	4	240769180			PZA00529	AY112612	AY112612	random	9973	10948	1	1	1
PZA00531.1	4003	8	123932505			PZA00531	AY112577	AY112577	random	7879	10949	1	1	1
PZA00533.3	4005	2	187495401			PZA00533	AY112573	AY112573	random	7880	10950	1	1	1
PZA00533.4	4006	2	187495335			PZA00533	AY112573	AY112573	random	7881	10951	0	0	0
PZA00533.5	11361	2	187495476			PZA00533	AY112573	AY112573	random	9974	10952	0	0	0
PZA00533.6	11362	2	187495431			PZA00533	AY112573	AY112573	random	9975	10953	0	0	0
PZA00534.2	4007	7	21624035			PZA00534	AY112566	AY112566	random	7882	10954	1	1	1
PZA00536.2	3597	6	124027590			PZA00536	AY112552	AY112552	random	7883	10955	1	1	1
PZA00538.12	7662	3	206889384			PZA00538	AY112544	AY112544	random	9976	10956	1	1	1
PZA00538.16	11370	3	206889649			PZA00538	AY112544	AY112544	random	9977	10957	0	0	0
PZA00538.8	6048	3	206889455			PZA00538	AY112544	AY112544	random	7884	10960	0	0	0
PZA00543.2	3599	6	80533898			PZA00543	AY112456	AY112456	random	7885	10961	1	1	1
PZA00543.4	4011	6	80534176			PZA00543	AY112456	AY112456	random	7886	10962	0	0	0
PZA00543.5	6052	6	80534244			PZA00543	AY112456	AY112456	random	7887	10963	0	0	0
PZA00545.21	4013	5	206665028			PZA00545	AY112436	AY112436	random	7889	10964	1	1	1
PZA00545.22	11382	5	206664914			PZA00545	AY112436	AY112436	random	9979	10965	0	0	0
PZA00545.4	4014	5	206664777			PZA00545	AY112436	AY112436	random	7890	10967	0	0	0
PZA00547.13	11389	5	92862674			PZA00547	AY112430	AY112430	random	9980	10968	1	1	1
PZA00547.18	11394	5	92862265			PZA00547	AY112430	AY112430	random	9981	10971	0	0	0
PZA00552.4	4021	10	26982383			PZA00552	AY112369	AY112369	random	7891	10974	1	1	1
PZA00560.1	4022	unknown	unknown			PZA00560	AY112303	AY112303	random	7892	10975	1	1	1
PZA00560.2	4023	unknown	unknown			PZA00560	AY112303	AY112303	random	7893	10976	0	0	0
PZA00562.4	3601	10	61763079			PZA00562	AY112284	AY112284	random	7894	10978	1	1	1
PZA00565.3	4025	3	73140552			PZA00565	AY112270	AY112270	random	7895	10980	1	1	1
PZA00566.5	4026	multiple			Chr1(9691660);Chr2(225530627);	PZA00566	AY112260	AY112260	random	7896	10981	1	1	1
PZA00568.19	4028	9	129048317			PZA00568	AY112256	AY112256	random	7897	10982	1	1	1
PZA00573.3	4038	5	160173922			PZA00573	AY112189	AY112189	random	9982	10984	1	1	1
PZA00578.1	4039	6	92705503			PZA00578	AY107154	AY107154	random	9983	10985	1	1	1
PZA00579.6	4042	9	147384958			PZA00579	AY107148	AY107148	random	7898	10986	1	1	1
PZA00582.4	4044	6	62407447			PZA00582	AY107121	AY107121	random	7899	10988	1	1	1
PZA00586.1	4047	3	185989508			PZA00586	AY107051	AY107051	random	7900	10989	1	1	1
PZA00587.3	4048	10	84518272			PZA00587	AY107045	AY107045	random	7901	10990	1	1	1
PZA00587.6	11429	10	84518305			PZA00587	AY107045	AY107045	random	9985	10992	0	0	0
PZA00588.2	4050	9	59789931			PZA00588	AY107037	AY107037	random	7902	10993	1	1	1
PZA00588.4	11431	9	59789965			PZA00588	AY107037	AY107037	random	9986	10994	0	0	0
PZA00589.10	7329	9	multiple		Chr9(43692524;43720849);	PZA00589	AY107035	AY107035	random	9987	10996	1	1	1
PZA00589.8	4051	9	multiple		Chr9(43692603;43720928);	PZA00589	AY107035	AY107035	random	7903	10998	0	0	0
PZA00589.9	4052	9	multiple		Chr9(43692633;43720958);	PZA00589	AY107035	AY107035	random	7904	10999	0	0	0
PZA00593.2	4054	1	87911166			PZA00593	AY106988	AY106988	random	7905	11000	1	1	1
PZA00595.3	4055	5	165094873			PZA00595	AY106985	AY106985	random	7906	11001	1	1	1
PZA00600.11	4058	8	83913342			PZA00600	AY106970	AY106970	random	7907	11003	1	1	1
PZA00603.1	4059	5	183706112			PZA00603	AY106964	AY106964	random	7908	11004	1	1	1
PZA00608.1	4061	3	67283995			PZA00608	AY106948	AY106948	random	7909	11005	1	1	1
PZA00608.5	4062	3	67284085			PZA00608	AY106948	AY106948	random	7910	11006	0	0	0
PZA00610.18	11453	1	280215146	Approximate: position of another SNP from the same amplicon plus 150 bases		PZA00610	AY106920	AY106920	random	9989	11007	1	1	1
PZA00610.9	4064	1	280215196	Approximate: position of another SNP from the same amplicon plus 200 bases		PZA00610	AY106920	AY106920	random	7911	11008	0	0	0
PZA00613.22	11458	2	4180789			PZA00613	AY106896	AY106896	random	9990	11010	1	1	1
PZA00614.12	4069	7	145912535			PZA00614	AY106891	AY106891	random	7912	11011	1	1	1
PZA00615.3	4070	3	1882847			PZA00615	AY106886	AY106886	random	7913	11012	1	1	1
PZA00615.6	4071	3	1882706			PZA00615	AY106886	AY106886	random	7914	11013	0	0	0
PZA00615.8	11460	3	1882683			PZA00615	AY106886	AY106886	random	9991	11014	0	0	0
PZA00617.16	4074	1	53357515			PZA00617	AY106877	AY106877	random	7916	11016	1	1	1
PZA00618.22	11462	3	189138110			PZA00618	AY106876	AY106876	random	9993	11018	1	1	1
PZA00620.2	4077	2	10429605			PZA00620	AY106864	AY106864	random	7917	11020	1	1	1
PZA00621.2	4079	3	69079684			PZA00621	AY106849	AY106849	random	7918	11021	1	1	1
PZA00622.1	11465	6	114589965			PZA00622	AY112176	AY112176	random	9994	11022	1	1	1
PZA00622.2	11466	6	114589552			PZA00622	AY112176	AY112176	random	9995	11023	0	0	0
PZA00623.2	4081	1	293632755			PZA00623	AY112175	AY112175	random	7919	11025	1	1	1
PZA00626.3	4082	5	66131744			PZA00626	AY106844	AY106844	random	7920	11028	1	1	1
PZA00626.4	4083	5	66131678			PZA00626	AY106844	AY106844	random	7921	11029	0	0	0
PZA00630.9	4087	4	103665461			PZA00630	AY106837	AY106837	random	7922	11030	1	1	1
PZA00636.5	4093	multiple			Chr4(226884645);Chr5(115246667);	PZA00636	AY106822	AY106822	random	7923	11033	1	1	1
PZA00636.6	4094	4	226884613			PZA00636	AY106822	AY106822	random	7924	11034	0	0	0
PZA00637.4	4095	2	169524428			PZA00637	AY106818	AY106818	random	7925	11036	1	1	1
PZA00639.12	4096	2	207125619			PZA00639	AY106813	AY106813	random	7926	11037	1	1	1
PZA00639.13	11489	2	207125810			PZA00639	AY106813	AY106813	random	9997	11038	0	0	0
PZA00639.15	11491	2	207125505			PZA00639	AY106813	AY106813	random	9998	11039	0	0	0
PZA00641.7	4097	8	166182794			PZA00641	AY112109	AY112109	random	7927	11042	1	1	1
PZA00641.8	4098	8	166182700			PZA00641	AY112109	AY112109	random	7928	11043	0	0	0
PZA00644.11	4100	4	25192009			PZA00644	AY112085	AY112085	random	7929	11044	1	1	1
PZA00647.9	4102	10	129730703			PZA00647	AY106810	AY106810	random	9999	11045	1	1	1
PZA00650.8	4103	1	189467910			PZA00650	AY112056	AY112056	random	7931	11046	1	1	1
PZA00654.10	4106	1	32583345			PZA00654	AY112046	AY112046	random	7932	11048	1	1	1
PZA00654.12	4107	1	32583282			PZA00654	AY112046	AY112046	random	10001	11049	0	0	0
PZA00655.1	4108	7	133818011			PZA00655	AY106777	AY106777	random	7933	11050	1	1	1
PZA00656.15	11502	10	17646117			PZA00656	AY106774	AY106774	random	10002	11051	1	1	1
PZA00656.16	11503	10	17646056			PZA00656	AY106774	AY106774	random	10003	11052	0	0	0
PZA00656.18	11505	10	17645938			PZA00656	AY106774	AY106774	random	10004	11054	0	0	0
PZA00656.4	4110	10	17645859			PZA00656	AY106774	AY106774	random	10005	11055	0	0	0
PZA00658.19	4111	1	224518576			PZA00658	AY106760	AY106760	random	7934	11056	1	1	1
PZA00658.23	11509	1	224518818			PZA00658	AY106760	AY106760	random	10006	11057	0	0	0
PZA00662.3	4114	4	123175449			PZA00662	AY112031	AY112031	random	7935	11059	1	1	1
PZA00665.6	4116	10	68803444			PZA00665	AY106744	AY106744	random	7936	11060	1	1	1
PZA00667.1	4117	3	161516074			PZA00667	AY106743	AY106743	random	7937	11061	1	1	1
PZA00672.6	4121	2	228991006			PZA00672	AY106715	AY106715	random	7939	11062	1	1	1
PZA00672.8	11519	2	228991012			PZA00672	AY106715	AY106715	random	10007	11063	0	0	0
PZA00673.2	11521	1	258064025			PZA00673	AY106708	AY106708	random	10008	11064	1	1	1
PZA00674.3	4122	5	168637658			PZA00674	AY111916	AY111916	random	7940	11065	1	1	1
PZA00676.2	4124	2	214263400			PZA00676	AY111892	AY111892	random	7941	11066	1	1	1
PZA00680.1	4127	2	1081781			PZA00680	AY111826	AY111826	random	7942	11067	1	1	1
PZA00680.3	4128	2	1081791			PZA00680	AY111826	AY111826	random	7943	11068	0	0	0
PZA00682.2	4130	4	244992844			PZA00682	AY111822	AY111822	random	7944	11069	1	1	1
PZA00684.12	4133	5	920922			PZA00684	AY111819	AY111819	random	7945	11072	1	1	1
PZA00686.8	11534	8	146670143			PZA00686	AY111818	AY111818	random	10009	11075	1	1	1
PZA00692.5	11540	1	88863284			PZA00692	AY106642	AY106642	random	10010	11077	1	1	1
PZA00693.3	4137	9	28318787			PZA00693	AY106637	AY106637	random	7947	11078	1	1	1
PZA00695.1	4138	7	165518207			PZA00695	AY111797	AY111797	random	7948	11079	1	1	1
PZA00698.4	4141	1	273531917			PZA00698	AY111783	AY111783	random	7949	11080	1	1	1
PZA00700.3	4145	4	2852810			PZA00700	AY111773	AY111773	random	7950	11083	1	1	1
PZA00704.11	4151	4	128552748			PZA00704	AY111763	AY111763	random	7951	11084	1	1	1
PZA00705.5	4153	1	95897171			PZA00705	AY111742	AY111742	random	7952	11085	1	1	1
PZA00706.16	4155	8	159897914			PZA00706	AY111711	AY111711	random	10011	11086	1	1	1
PZA00710.1	4158	5	61492543			PZA00710	AY111689	AY111689	random	7953	11088	1	1	1
PZA00710.16	11557	5	61492683			PZA00710	AY111689	AY111689	random	10012	11090	0	0	0
PZA00712.4	4161	10	117797175			PZA00712	AY111609	AY111609	random	7954	11094	1	1	1
PZA00715.3	4165	5	192778685			PZA00715	AY111570	AY111570	random	7955	11095	1	1	1
PZA00717.14	4166	8	68476007			PZA00717	AY111566	AY111566	random	7956	11097	1	1	1
PZA00719.1	4167	3	140524287			PZA00719	AY111546	AY111546	random	7957	11098	1	1	1
PZA00719.2	4168	3	140524105			PZA00719	AY111546	AY111546	random	7958	11099	0	0	0
PZA00719.3	6694	3	140523988			PZA00719	AY111546	AY111546	random	7959	11100	0	0	0
PZA00720.2	6083	2	150709580			PZA00720	AY111543	AY111543	random	7960	11101	1	1	1
PZA00720.3	6084	2	150709624			PZA00720	AY111543	AY111543	random	7961	11102	0	0	0
PZA00721.4	4169	6	147302259			PZA00721	AY111530	AY111530	random	7962	11103	1	1	1
PZA00721.5	4170	6	147302331			PZA00721	AY111530	AY111530	random	7963	11104	0	0	0
PZA00725.4	4172	2	201957482			PZA00725	AY111508	AY111508	random	7964	11105	1	1	1
PZA00726.6	4173	4	60767943			PZA00726	AY111503	AY111503	random	7965	11106	1	1	1
PZA00726.7	4174	4	60767994			PZA00726	AY111503	AY111503	random	7966	11107	0	0	0
PZA00726.9	11568	4	60767888			PZA00726	AY111503	AY111503	random	10013	11108	0	0	0
PZA00727.11	4176	10	142854665			PZA00727	AY111500	AY111500	random	7967	11110	1	1	1
PZA00727.12	11571	10	142854744			PZA00727	AY111500	AY111500	random	10014	11111	0	0	0
PZA00729.18	4177	2	186070362			PZA00729	AY111438	AY111438	random	7968	11114	1	1	1
PZA00729.19	6695	2	186070557			PZA00729	AY111438	AY111438	random	7969	11115	0	0	0
PZA00730.2	4179	2	38352327			PZA00730	AY111434	AY111434	random	7970	11117	1	1	1
PZA00731.6	4180	1	9300391			PZA00731	AY111431	AY111431	random	7971	11120	1	1	1
PZA00731.7	4181	1	9300541			PZA00731	AY111431	AY111431	random	10015	11121	0	0	0
PZA01104.1	6923	6	126415640			PZA01104	AY107821	AY107821	random	7973	11123	1	1	1
PZA01149.1	6924	9	34889509			PZA01149	AY108876	AY108876	random	7974	11124	1	1	1
PZA01149.3	6926	9	34889489			PZA01149	AY108876	AY108876	random	7975	11125	0	0	0
PZA01182.1	6927	5	162159968			PZA01182	AY107952	AY107952	random	7976	11126	1	1	1
PZA01240.1	6089	4	19461458			PZA01240	AY109119	AY109119	random	7977	11127	1	1	1
PZA01240.2	6090	4	19461323			PZA01240	AY109119	AY109119	random	7978	11128	0	0	0
PZA01420.1	6930	3	106632816			PZA01420	AY106371	AY106371	random	7980	11129	1	1	1
PZA01420.2	6931	3	106632820			PZA01420	AY106371	AY106371	random	7981	11130	0	0	0
PZA01420.3	6932	3	106632849			PZA01420	AY106371	AY106371	random	7982	11131	0	0	0
PZA01474.2	6093	2	47923897			PZA01474	AY107195	AY107195	random	7983	11132	1	1	1
PZA01637.2	6938	4	180274135			PZA01637	AY105850	AY105850	random	7984	11134	1	1	1
PZA01637.3	6939	4	180273993			PZA01637	AY105850	AY105850	random	7985	11135	0	0	0
PZA01637.4	6940	4	180273983			PZA01637	AY105850	AY105850	random	7986	11136	0	0	0
PZA01725.1	6942	1	20029747			PZA01725	AY107529	AY107529	random	10017	11137	1	1	1
PZA01725.2	6943	1	20029738			PZA01725	AY107529	AY107529	random	7988	11138	0	0	0
PZA01782.2	6946	9	19252475			PZA01782	AY108388	AY108388	random	10018	11140	1	1	1
PZA01782.3	6947	9	19252762			PZA01782	AY108388	AY108388	random	7989	11141	0	0	0
PZA01782.4	6948	9	19252371			PZA01782	AY108388	AY108388	random	7990	11142	0	0	0
PZA02789.31	4186	3	222114627			PZA02789	AY105285	AY105285	random	7991	11143	1	1	1
PZA02789.36	4187	3	222114560			PZA02789	AY105285	AY105285	random	7992	11144	0	0	0
PZA02791.6	4189	1	68322875			PZA02791	AY105275	AY105275	random	7993	11145	1	1	1
PZA02792.16	4191	5	21771297			PZA02792	AY105273	AY105273	random	7994	11146	1	1	1
PZA02792.9	4193	5	21771433			PZA02792	AY105273	AY105273	random	10019	11151	0	0	0
PZA02806.4	4195	1	34326335			PZA02806	AY105208	AY105208	random	7996	11152	1	1	1
PZA02806.9	11592	1	34326561			PZA02806	AY105208	AY105208	random	10020	11153	0	0	0
PZA02807.5	4196	5	167939710			PZA02807	AY105206	AY105206	random	7997	11154	1	1	1
PZA02808.12	4197	2	44606596			PZA02808	AY105203	AY105203	random	7998	11155	1	1	1
PZA02808.16	4199	2	44606521			PZA02808	AY105203	AY105203	random	8000	11157	0	0	0
PZA02819.35	4211	4	172692287			PZA02819	AY105180	AY105180	random	8002	11163	1	1	1
PZA02820.6	4213	5	200813312			PZA02820	AY105176	AY105176	random	10021	11166	1	1	1
PZA02822.2	4216	5	148711030			PZA02822	AY105153	AY105153	random	8003	11168	1	1	1
PZA02824.1	4217	3	217329679			PZA02824	AY105140	AY105140	random	10022	11169	1	1	1
PZA02824.3	4218	3	217329647			PZA02824	AY105140	AY105140	random	8004	11170	0	0	0
PZA02825.8	11618	4	173687507			PZA02825	AY105129	AY105129	random	10025	11173	1	1	1
PZA02831.5	4223	2	131092323			PZA02831	AY105098	AY105098	random	8005	11176	1	1	1
PZA02837.5	4228	1	287641039			PZA02837	AY105038	AY105038	random	8007	11178	1	1	1
PZA02844.1	4232	9	17653885			PZA02844	AY105014	AY105014	random	8008	11179	1	1	1
PZA02850.18	4234	7	169067788			PZA02850	AY104982	AY104982	random	8009	11180	1	1	1
PZA02850.4	4235	7	169067986			PZA02850	AY104982	AY104982	random	8010	11181	0	0	0
PZA02853.10	4236	10	25965887			PZA02853	AY104970	AY104970	random	8011	11182	1	1	1
PZA02853.7	4237	10	25965933			PZA02853	AY104970	AY104970	random	8012	11183	0	0	0
PZA02856.1	6104	3	155258569			PZA02856	AY104948	AY104948	random	8013	11184	1	1	1
PZA02862.3	4246	unknown	unknown			PZA02862	AY104937	AY104937	random	8014	11185	1	1	1
PZA02865.11	4248	4	220857872			PZA02865	AY104927	AY104927	random	8015	11187	1	1	1
PZA02869.2	4251	1	4430055			PZA02869	AY104892	AY104892	random	8016	11188	1	1	1
PZA02869.8	4253	1	4429897			PZA02869	AY104892	AY104892	random	8017	11190	0	0	0
PZA02872.1	8131	7	13058813			PZA02872	AY104876	AY104876	random	10026	11191	1	1	1
PZA02872.3	11633	7	13058709			PZA02872	AY104876	AY104876	random	10027	11192	0	0	0
PZA02878.12	4255	9	37421825			PZA02878	AY104853	AY104853	random	8018	11193	1	1	1
PZA02888.3	4258	3	134850306			PZA02888	AY104816	AY104816	random	8019	11194	1	1	1
PZA02890.3	4259	2	187225194			PZA02890	AY104808	AY104808	random	8020	11195	1	1	1
PZA02890.4	4260	2	187225134			PZA02890	AY104808	AY104808	random	8021	11196	0	0	0
PZA02890.5	4261	2	187225116			PZA02890	AY104808	AY104808	random	8022	11197	0	0	0
PZA02894.1	4262	5	945545			PZA02894	AY104790	AY104790	random	8023	11198	1	1	1
PZA02897.12	4263	9	94285743			PZA02897	AY104778	AY104778	random	8024	11199	1	1	1
PZA02906.12	11638	3	144466218			PZA02906	AY104728	AY104728	random	10028	11201	1	1	1
PZA02906.7	4265	3	144466196	Approximate: 5 prime BLAST start of amplicon plus 50 bases		PZA02906	AY104728	AY104728	random	10029	11202	0	0	0
PZA02921.9	4269	1	25035236			PZA02921	AY104664	AY104664	random	8025	11203	1	1	1
PZA02923.7	4270	3	160467612			PZA02923	AY104661	AY104661	random	8026	11204	1	1	1
PZA02927.1	4271	8	34077450			PZA02927	AY104624	AY104624	random	8027	11205	1	1	1
PZA02938.5	4273	4	75728833			PZA02938	AY104587	AY104587	random	8028	11206	1	1	1
PZA02939.6	4275	2	157152608			PZA02939	AY104584	AY104584	random	8029	11207	1	1	1
PZA02940.3	4276	7	144884172			PZA02940	AY104575	AY104575	random	8030	11208	1	1	1
PZA02941.3	4278	10	71120220			PZA02941	AY104573	AY104573	random	10030	11210	1	1	1
PZA02941.6	4279	10	71120324			PZA02941	AY104573	AY104573	random	8031	11211	0	0	0
PZA02941.8	11641	10	71120376			PZA02941	AY104573	AY104573	random	10031	11212	0	0	0
PZA02947.2	11646	6	56454240			PZA02947	AY104547	AY104547	random	10032	11214	1	1	1
PZA02948.19	4286	6	multiple		Chr6(25035262;25122959);	PZA02948	AY104537	AY104537	random	8033	11219	1	1	1
PZA02948.21	4287	6	multiple		Chr6(25035303;25123000);	PZA02948	AY104537	AY104537	random	10033	11220	0	0	0
PZA02948.22	11655	6	multiple		Chr6(25035259;25122956);	PZA02948	AY104537	AY104537	random	10034	11221	0	0	0
PZA02949.22	4288	4	185103471			PZA02949	AY104530	AY104530	random	8034	11224	1	1	1
PZA02949.26	6700	4	185103474			PZA02949	AY104530	AY104530	random	8035	11225	0	0	0
PZA02952.10	4290	3	194250329			PZA02952	AY104519	AY104519	random	10035	11226	1	1	1
PZA02954.2	11661	1	245653184			PZA02954	AY104509	AY104509	random	10036	11227	1	1	1
PZA02955.3	4292	8	14721554			PZA02955	AY104508	AY104508	random	8036	11228	1	1	1
PZA02958.17	4294	6	151993489			PZA02958	AY104486	AY104486	random	10037	11229	1	1	1
PZA02959.7	4296	7	151622827			PZA02959	AY104484	AY104484	random	8037	11230	1	1	1
PZA02961.1	4297	10	16264730			PZA02961	AY104475	AY104475	random	8038	11231	1	1	1
PZA02962.13	4299	1	3205252			PZA02962	AY104472	AY104472	random	10038	11232	1	1	1
